Model,Sentence,Sentiment,published_time
VADER,"It is important to see what political procedures and rules are instituted by a country's systems and laws and, more importantly, whether these systems and laws are truly executed.",positive,2021-12-05
VADER,"It is important to see whether the rules and procedures governing the exercise of power are democratic and, more importantly, whether power is truly put under the oversight and checks of the people.",positive,2021-12-05
VADER,"A functional democracy must have a full set of institutional procedures; more importantly, it should have full participation of the people.",positive,2021-12-05
VADER,It must ensure democracy in terms of both process and outcomes.,positive,2021-12-05
VADER,"It must encompass both procedural and substantive democracy, both direct and indirect democracy. ",neutral,2021-12-05
VADER,It must ensure both people's democracy and the will of the State.,positive,2021-12-05
VADER,"If the people of a country are only called upon to vote and then are forgotten once they have cast their votes; if the people only hear high-sounding promises during an election campaign but have no say whatsoever afterwards; or if they are wooed when their votes are wanted but are ignored once the election is over, then such a democracy is not a true democracy.",negative,2021-12-05
VADER,"Whether a country is democratic should be judged and determined by its own people, not by a minority of self-righteous outsiders.",positive,2021-12-05
VADER,"There is no perfect system of democracy in the world, nor is there a political system that fits all countries.",negative,2021-12-05
VADER,"Democracy is established and developed based on a country's own history and adapted to its national context, and each country's democracy has its unique value.",positive,2021-12-05
VADER,"Members of the international community should engage in exchanges and dialogues on democracy on the basis of equality and mutual respect, and work together to contribute to the progress of humanity.",positive,2021-12-05
VADER,II. ,neutral,2021-12-05
VADER,"The alienation and three malaises of democracy in the USFrom a historical perspective, the development of democracy in the US was a step forward.",negative,2021-12-05
VADER,"The political party system, the representative system, one person one vote, and the separation of powers negated and reformed the feudal autocracy in Europe.",positive,2021-12-05
VADER,The well-known French writer Alexis de Tocqueville recognized this in his book Democracy in America.,neutral,2021-12-05
VADER,"The Declaration of Independence, the Bill of Rights, abolitionist movement, civil rights movement and affirmative action were highlights in the advancement of American democracy.",neutral,2021-12-05
VADER,"The principle of ""government of the people, by the people and for the people"" articulated by Abraham Lincoln is recognized worldwide.",neutral,2021-12-05
VADER,"However, over the years, democracy in the US has become alienated and degenerated, and it has increasingly deviated from the essence of democracy and its original design.",positive,2021-12-05
VADER,"Problems like money politics, identity politics, wrangling between political parties, political polarization, social division, racial tension and wealth gap have become more acute.",positive,2021-12-05
VADER,"All this has weakened the functioning of democracy in the US.The US has often used democracy as a pretext to meddle in other countries' internal affairs, causing political chaos and social unrest in these countries, and undermining world peace and stability and social tranquility in other countries.",negative,2021-12-05
VADER,This makes many people in the US and other countries wonder if the US is still a democracy. ,neutral,2021-12-05
VADER,"The world needs to take a closer look at the current state of democracy in the US, and the US itself should also conduct some soul-searching.1. ",neutral,2021-12-05
VADER,"The system fraught with deep-seated problemsThe US calls itself ""city upon a hill"" and a ""beacon of democracy""; and it claims that its political system was designed to defend democracy and freedom at the time of its founding.",positive,2021-12-05
VADER,"Yet, the vision of democracy has lost its shine in the US today.",negative,2021-12-05
VADER,"The self-styled American democracy is now gravely ill with money politics, elite rule, political polarization and a dysfunctional system.(1) American-style democracy has become ""a game of money politics""The American-style democracy is a rich men's game based on capital, and is fundamentally different from democracy of the people.",negative,2021-12-05
VADER,"Over a hundred years ago, Republican Senator from Ohio Mark Hanna said of American politics: ""There are two things that are important in politics.",positive,2021-12-05
VADER,"The first is money, and I can't remember the second.",neutral,2021-12-05
VADER,""" More than one hundred years have passed, and money has not only remained ""the currency"" in US politics, but also become even more indispensable.",neutral,2021-12-05
VADER,"For example, the 2020 presidential election and Congressional elections cost some US$14 billion, two times that of 2016 and three times that of 2008; indeed, they are known as the most expensive elections in American history.",neutral,2021-12-05
VADER,"The cost of the presidential election reached another record high of US$6.6 billion, and the Congressional elections cost over US$7 billion.",positive,2021-12-05
